ccode;cname;year;ccode_qog;cname_qog;ccodealp;ccodecow;cname_year;ccodealp_year;wdi_povgap365
642,00;Romania;2011;642;Romania;ROU;360,00;Romania 2011;ROU11;4,70
642,00;Romania;2012;642;Romania;ROU;360,00;Romania 2012;ROU12;5,20
642,00;Romania;2013;642;Romania;ROU;360,00;Romania 2013;ROU13;5,70
642,00;Romania;2014;642;Romania;ROU;360,00;Romania 2014;ROU14;5,70
642,00;Romania;2015;642;Romania;ROU;360,00;Romania 2015;ROU15;4,60
642,00;Romania;2016;642;Romania;ROU;360,00;Romania 2016;ROU16;3,10
642,00;Romania;2017;642;Romania;ROU;360,00;Romania 2017;ROU17;2,90
642,00;Romania;2018;642;Romania;ROU;360,00;Romania 2018;ROU18;2,20
642,00;Romania;2019;642;Romania;ROU;360,00;Romania 2019;ROU19;1,80
642,00;Romania;2020;642;Romania;ROU;360,00;Romania 2020;ROU20;1,50
642,00;Romania;2021;642;Romania;ROU;360,00;Romania 2021;ROU21;1,30
643,00;Russian Federation (the);2014;643;Russia;RUS;365,00;Russia 2014;RUS14;0,30
643,00;Russian Federation (the);2015;643;Russia;RUS;365,00;Russia 2015;RUS15;0,30
643,00;Russian Federation (the);2016;643;Russia;RUS;365,00;Russia 2016;RUS16;0,30
643,00;Russian Federation (the);2017;643;Russia;RUS;365,00;Russia 2017;RUS17;0,30
643,00;Russian Federation (the);2018;643;Russia;RUS;365,00;Russia 2018;RUS18;0,10
643,00;Russian Federation (the);2019;643;Russia;RUS;365,00;Russia 2019;RUS19;0,20
643,00;Russian Federation (the);2020;643;Russia;RUS;365,00;Russia 2020;RUS20;0,10
643,00;Russian Federation (the);2021;643;Russia;RUS;365,00;Russia 2021;RUS21;0,20
646,00;Rwanda;2000;646;Rwanda;RWA;517,00;Rwanda 2000;RWA00;55,70
646,00;Rwanda;2005;646;Rwanda;RWA;517,00;Rwanda 2005;RWA05;48,80
646,00;Rwanda;2010;646;Rwanda;RWA;517,00;Rwanda 2010;RWA10;43,40
646,00;Rwanda;2013;646;Rwanda;RWA;517,00;Rwanda 2013;RWA13;39,40
646,00;Rwanda;2016;646;Rwanda;RWA;517,00;Rwanda 2016;RWA16;38,50
662,00;Saint Lucia;2015;662;St Lucia;LCA;56,00;St Lucia 2015;LCA15;0,10
678,00;Sao Tome and Principe;2000;678;Sao Tome and Principe;STP;403,00;Sao Tome and Principe 2000;STP00;18,30
678,00;Sao Tome and Principe;2010;678;Sao Tome and Principe;STP;403,00;Sao Tome and Principe 2010;STP10;20,20
678,00;Sao Tome and Principe;2017;678;Sao Tome and Principe;STP;403,00;Sao Tome and Principe 2017;STP17;15,10
686,00;Senegal;1991;686;Senegal;SEN;433,00;Senegal 1991;SEN91;54,90
686,00;Senegal;1994;686;Senegal;SEN;433,00;Senegal 1994;SEN94;44,50
686,00;Senegal;2001;686;Senegal;SEN;433,00;Senegal 2001;SEN01;38,50
686,00;Senegal;2005;686;Senegal;SEN;433,00;Senegal 2005;SEN05;31,90
686,00;Senegal;2011;686;Senegal;SEN;433,00;Senegal 2011;SEN11;32,20
686,00;Senegal;2018;686;Senegal;SEN;433,00;Senegal 2018;SEN18;10,70
686,00;Senegal;2021;686;Senegal;SEN;433,00;Senegal 2021;SEN21;10,30
688,00;Serbia;2012;688;Serbia;SRB;;Serbia 2012;SRB12;4,80
688,00;Serbia;2013;688;Serbia;SRB;;Serbia 2013;SRB13;5,40
688,00;Serbia;2014;688;Serbia;SRB;;Serbia 2014;SRB14;6,20
688,00;Serbia;2015;688;Serbia;SRB;;Serbia 2015;SRB15;5,90
688,00;Serbia;2016;688;Serbia;SRB;;Serbia 2016;SRB16;5,80
688,00;Serbia;2017;688;Serbia;SRB;;Serbia 2017;SRB17;4,70
688,00;Serbia;2018;688;Serbia;SRB;;Serbia 2018;SRB18;2,60
688,00;Serbia;2019;688;Serbia;SRB;;Serbia 2019;SRB19;1,90
688,00;Serbia;2020;688;Serbia;SRB;;Serbia 2020;SRB20;1,30
688,00;Serbia;2021;688;Serbia;SRB;;Serbia 2021;SRB21;1,20
690,00;Seychelles;2013;690;Seychelles;SYC;591,00;Seychelles 2013;SYC13;1,10
690,00;Seychelles;2018;690;Seychelles;SYC;591,00;Seychelles 2018;SYC18;0,40
694,00;Sierra Leone;2003;694;Sierra Leone;SLE;451,00;Sierra Leone 2003;SLE03;44,90
694,00;Sierra Leone;2011;694;Sierra Leone;SLE;451,00;Sierra Leone 2011;SLE11;30,30
694,00;Sierra Leone;2018;694;Sierra Leone;SLE;451,00;Sierra Leone 2018;SLE18;23,10
703,00;Slovakia;2004;703;Slovakia;SVK;317,00;Slovakia 2004;SVK04;0,20
703,00;Slovakia;2005;703;Slovakia;SVK;317,00;Slovakia 2005;SVK05;0,20
703,00;Slovakia;2006;703;Slovakia;SVK;317,00;Slovakia 2006;SVK06;0,30
703,00;Slovakia;2007;703;Slovakia;SVK;317,00;Slovakia 2007;SVK07;0,40
703,00;Slovakia;2008;703;Slovakia;SVK;317,00;Slovakia 2008;SVK08;0,40
703,00;Slovakia;2009;703;Slovakia;SVK;317,00;Slovakia 2009;SVK09;0,40
703,00;Slovakia;2010;703;Slovakia;SVK;317,00;Slovakia 2010;SVK10;0,50
703,00;Slovakia;2011;703;Slovakia;SVK;317,00;Slovakia 2011;SVK11;0,40
703,00;Slovakia;2012;703;Slovakia;SVK;317,00;Slovakia 2012;SVK12;0,40
703,00;Slovakia;2013;703;Slovakia;SVK;317,00;Slovakia 2013;SVK13;0,40
703,00;Slovakia;2014;703;Slovakia;SVK;317,00;Slovakia 2014;SVK14;0,70
703,00;Slovakia;2015;703;Slovakia;SVK;317,00;Slovakia 2015;SVK15;0,50
703,00;Slovakia;2016;703;Slovakia;SVK;317,00;Slovakia 2016;SVK16;1,30
703,00;Slovakia;2017;703;Slovakia;SVK;317,00;Slovakia 2017;SVK17;0,40
703,00;Slovakia;2018;703;Slovakia;SVK;317,00;Slovakia 2018;SVK18;0,30
703,00;Slovakia;2019;703;Slovakia;SVK;317,00;Slovakia 2019;SVK19;0,10
703,00;Slovakia;2020;703;Slovakia;SVK;317,00;Slovakia 2020;SVK20;0,20
703,00;Slovakia;2021;703;Slovakia;SVK;317,00;Slovakia 2021;SVK21;0,20
704,00;Viet Nam;1992;704;Vietnam;VNM;816,00;Vietnam 1992;VNM92;33,80
704,00;Viet Nam;1997;704;Vietnam;VNM;816,00;Vietnam 1997;VNM97;22,20
704,00;Viet Nam;2002;704;Vietnam;VNM;816,00;Vietnam 2002;VNM02;25,00
704,00;Viet Nam;2004;704;Vietnam;VNM;816,00;Vietnam 2004;VNM04;18,50
704,00;Viet Nam;2006;704;Vietnam;VNM;816,00;Vietnam 2006;VNM06;14,30
704,00;Viet Nam;2008;704;Vietnam;VNM;816,00;Vietnam 2008;VNM08;11,50
704,00;Viet Nam;2010;704;Vietnam;VNM;816,00;Vietnam 2010;VNM10;3,60
704,00;Viet Nam;2012;704;Vietnam;VNM;816,00;Vietnam 2012;VNM12;2,40
704,00;Viet Nam;2014;704;Vietnam;VNM;816,00;Vietnam 2014;VNM14;2,20
704,00;Viet Nam;2016;704;Vietnam;VNM;816,00;Vietnam 2016;VNM16;1,60
704,00;Viet Nam;2018;704;Vietnam;VNM;816,00;Vietnam 2018;VNM18;1,40
704,00;Viet Nam;2020;704;Vietnam;VNM;816,00;Vietnam 2020;VNM20;0,90
704,00;Viet Nam;2022;704;Vietnam;VNM;816,00;Vietnam 2022;VNM22;1,10
705,00;Slovenia;2004;705;Slovenia;SVN;349,00;Slovenia 2004;SVN04;0,10
705,00;Slovenia;2005;705;Slovenia;SVN;349,00;Slovenia 2005;SVN05;0,10
705,00;Slovenia;2006;705;Slovenia;SVN;349,00;Slovenia 2006;SVN06;0,00
705,00;Slovenia;2007;705;Slovenia;SVN;349,00;Slovenia 2007;SVN07;0,00
705,00;Slovenia;2008;705;Slovenia;SVN;349,00;Slovenia 2008;SVN08;0,00
705,00;Slovenia;2009;705;Slovenia;SVN;349,00;Slovenia 2009;SVN09;0,00
705,00;Slovenia;2010;705;Slovenia;SVN;349,00;Slovenia 2010;SVN10;0,00
705,00;Slovenia;2011;705;Slovenia;SVN;349,00;Slovenia 2011;SVN11;0,00
705,00;Slovenia;2012;705;Slovenia;SVN;349,00;Slovenia 2012;SVN12;0,00
705,00;Slovenia;2013;705;Slovenia;SVN;349,00;Slovenia 2013;SVN13;0,00
705,00;Slovenia;2014;705;Slovenia;SVN;349,00;Slovenia 2014;SVN14;0,00
705,00;Slovenia;2015;705;Slovenia;SVN;349,00;Slovenia 2015;SVN15;0,00
705,00;Slovenia;2016;705;Slovenia;SVN;349,00;Slovenia 2016;SVN16;0,00
705,00;Slovenia;2017;705;Slovenia;SVN;349,00;Slovenia 2017;SVN17;0,00
705,00;Slovenia;2018;705;Slovenia;SVN;349,00;Slovenia 2018;SVN18;0,00
705,00;Slovenia;2019;705;Slovenia;SVN;349,00;Slovenia 2019;SVN19;0,00
705,00;Slovenia;2020;705;Slovenia;SVN;349,00;Slovenia 2020;SVN20;0,00
705,00;Slovenia;2021;705;Slovenia;SVN;349,00;Slovenia 2021;SVN21;0,00
710,00;South Africa;1993;710;South Africa;ZAF;560,00;South Africa 1993;ZAF93;25,00
710,00;South Africa;2000;710;South Africa;ZAF;560,00;South Africa 2000;ZAF00;27,70
710,00;South Africa;2005;710;South Africa;ZAF;560,00;South Africa 2005;ZAF05;22,30
710,00;South Africa;2008;710;South Africa;ZAF;560,00;South Africa 2008;ZAF08;15,40
710,00;South Africa;2010;710;South Africa;ZAF;560,00;South Africa 2010;ZAF10;15,10
710,00;South Africa;2014;710;South Africa;ZAF;560,00;South Africa 2014;ZAF14;16,60
716,00;Zimbabwe;2011;716;Zimbabwe;ZWE;552,00;Zimbabwe 2011;ZWE11;17,60
716,00;Zimbabwe;2017;716;Zimbabwe;ZWE;552,00;Zimbabwe 2017;ZWE17;25,90
716,00;Zimbabwe;2019;716;Zimbabwe;ZWE;552,00;Zimbabwe 2019;ZWE19;29,90
724,00;Spain;1980;724;Spain;ESP;230,00;Spain 1980;ESP80;0,60
724,00;Spain;1985;724;Spain;ESP;230,00;Spain 1985;ESP85;0,30
724,00;Spain;1990;724;Spain;ESP;230,00;Spain 1990;ESP90;0,40
724,00;Spain;1993;724;Spain;ESP;230,00;Spain 1993;ESP93;1,10
724,00;Spain;1994;724;Spain;ESP;230,00;Spain 1994;ESP94;1,00
724,00;Spain;1995;724;Spain;ESP;230,00;Spain 1995;ESP95;1,10
724,00;Spain;1996;724;Spain;ESP;230,00;Spain 1996;ESP96;1,20
724,00;Spain;1997;724;Spain;ESP;230,00;Spain 1997;ESP97;0,80
724,00;Spain;1998;724;Spain;ESP;230,00;Spain 1998;ESP98;0,80
724,00;Spain;1999;724;Spain;ESP;230,00;Spain 1999;ESP99;0,50
724,00;Spain;2000;724;Spain;ESP;230,00;Spain 2000;ESP00;0,70
724,00;Spain;2003;724;Spain;ESP;230,00;Spain 2003;ESP03;0,70
724,00;Spain;2004;724;Spain;ESP;230,00;Spain 2004;ESP04;0,80
724,00;Spain;2005;724;Spain;ESP;230,00;Spain 2005;ESP05;0,70
724,00;Spain;2006;724;Spain;ESP;230,00;Spain 2006;ESP06;0,70
724,00;Spain;2007;724;Spain;ESP;230,00;Spain 2007;ESP07;0,40
724,00;Spain;2008;724;Spain;ESP;230,00;Spain 2008;ESP08;0,50
724,00;Spain;2009;724;Spain;ESP;230,00;Spain 2009;ESP09;0,70
724,00;Spain;2010;724;Spain;ESP;230,00;Spain 2010;ESP10;0,60
724,00;Spain;2011;724;Spain;ESP;230,00;Spain 2011;ESP11;1,00
724,00;Spain;2012;724;Spain;ESP;230,00;Spain 2012;ESP12;0,80
724,00;Spain;2013;724;Spain;ESP;230,00;Spain 2013;ESP13;1,00
724,00;Spain;2014;724;Spain;ESP;230,00;Spain 2014;ESP14;0,70
724,00;Spain;2015;724;Spain;ESP;230,00;Spain 2015;ESP15;0,80
724,00;Spain;2016;724;Spain;ESP;230,00;Spain 2016;ESP16;1,00
724,00;Spain;2017;724;Spain;ESP;230,00;Spain 2017;ESP17;0,70
724,00;Spain;2018;724;Spain;ESP;230,00;Spain 2018;ESP18;0,70
724,00;Spain;2019;724;Spain;ESP;230,00;Spain 2019;ESP19;0,70
724,00;Spain;2020;724;Spain;ESP;230,00;Spain 2020;ESP20;0,80
724,00;Spain;2021;724;Spain;ESP;230,00;Spain 2021;ESP21;0,50
728,00;South Sudan;2016;728;South Sudan;SSD;626,00;South Sudan 2016;SSD16;50,90
729,00;Sudan;2009;736;Sudan (-2011);SDN;;Sudan (-2011) 2009;SDN09;16,80
740,00;Suriname;2022;740;Suriname;SUR;115,00;Suriname 2022;SUR22;1,10
748,00;Eswatini;1994;748;Eswatini (former Swaziland);SWZ;572,00;Eswatini (former Swaziland) 1994;SWZ94;69,70
748,00;Eswatini;2000;748;Eswatini (former Swaziland);SWZ;572,00;Eswatini (former Swaziland) 2000;SWZ00;41,20
748,00;Eswatini;2009;748;Eswatini (former Swaziland);SWZ;572,00;Eswatini (former Swaziland) 2009;SWZ09;37,40
748,00;Eswatini;2016;748;Eswatini (former Swaziland);SWZ;572,00;Eswatini (former Swaziland) 2016;SWZ16;27,40
752,00;Sweden;1975;752;Sweden;SWE;380,00;Sweden 1975;SWE75;0,40
752,00;Sweden;1981;752;Sweden;SWE;380,00;Sweden 1981;SWE81;0,30
752,00;Sweden;1987;752;Sweden;SWE;380,00;Sweden 1987;SWE87;0,10
752,00;Sweden;1992;752;Sweden;SWE;380,00;Sweden 1992;SWE92;0,10
752,00;Sweden;1995;752;Sweden;SWE;380,00;Sweden 1995;SWE95;0,30
752,00;Sweden;2000;752;Sweden;SWE;380,00;Sweden 2000;SWE00;0,10
752,00;Sweden;2001;752;Sweden;SWE;380,00;Sweden 2001;SWE01;0,20
752,00;Sweden;2002;752;Sweden;SWE;380,00;Sweden 2002;SWE02;0,00
752,00;Sweden;2003;752;Sweden;SWE;380,00;Sweden 2003;SWE03;0,30
752,00;Sweden;2004;752;Sweden;SWE;380,00;Sweden 2004;SWE04;0,40
752,00;Sweden;2005;752;Sweden;SWE;380,00;Sweden 2005;SWE05;0,90
752,00;Sweden;2006;752;Sweden;SWE;380,00;Sweden 2006;SWE06;0,30
752,00;Sweden;2007;752;Sweden;SWE;380,00;Sweden 2007;SWE07;0,40
752,00;Sweden;2008;752;Sweden;SWE;380,00;Sweden 2008;SWE08;0,50
752,00;Sweden;2009;752;Sweden;SWE;380,00;Sweden 2009;SWE09;0,40
752,00;Sweden;2010;752;Sweden;SWE;380,00;Sweden 2010;SWE10;0,50
752,00;Sweden;2011;752;Sweden;SWE;380,00;Sweden 2011;SWE11;0,50
752,00;Sweden;2012;752;Sweden;SWE;380,00;Sweden 2012;SWE12;0,40
752,00;Sweden;2013;752;Sweden;SWE;380,00;Sweden 2013;SWE13;0,60
752,00;Sweden;2014;752;Sweden;SWE;380,00;Sweden 2014;SWE14;0,40
752,00;Sweden;2015;752;Sweden;SWE;380,00;Sweden 2015;SWE15;0,40
752,00;Sweden;2016;752;Sweden;SWE;380,00;Sweden 2016;SWE16;0,30
752,00;Sweden;2017;752;Sweden;SWE;380,00;Sweden 2017;SWE17;0,20
752,00;Sweden;2018;752;Sweden;SWE;380,00;Sweden 2018;SWE18;0,70
752,00;Sweden;2019;752;Sweden;SWE;380,00;Sweden 2019;SWE19;0,30
752,00;Sweden;2020;752;Sweden;SWE;380,00;Sweden 2020;SWE20;0,40
752,00;Sweden;2021;752;Sweden;SWE;380,00;Sweden 2021;SWE21;0,50
756,00;Switzerland;1982;756;Switzerland;CHE;225,00;Switzerland 1982;CHE82;0,60
756,00;Switzerland;1992;756;Switzerland;CHE;225,00;Switzerland 1992;CHE92;0,50
756,00;Switzerland;2000;756;Switzerland;CHE;225,00;Switzerland 2000;CHE00;0,10
756,00;Switzerland;2002;756;Switzerland;CHE;225,00;Switzerland 2002;CHE02;0,00
756,00;Switzerland;2004;756;Switzerland;CHE;225,00;Switzerland 2004;CHE04;0,10
756,00;Switzerland;2006;756;Switzerland;CHE;225,00;Switzerland 2006;CHE06;0,10
756,00;Switzerland;2007;756;Switzerland;CHE;225,00;Switzerland 2007;CHE07;0,00
756,00;Switzerland;2008;756;Switzerland;CHE;225,00;Switzerland 2008;CHE08;0,10
756,00;Switzerland;2009;756;Switzerland;CHE;225,00;Switzerland 2009;CHE09;0,00
756,00;Switzerland;2010;756;Switzerland;CHE;225,00;Switzerland 2010;CHE10;0,00
756,00;Switzerland;2011;756;Switzerland;CHE;225,00;Switzerland 2011;CHE11;0,00
756,00;Switzerland;2012;756;Switzerland;CHE;225,00;Switzerland 2012;CHE12;0,00
756,00;Switzerland;2013;756;Switzerland;CHE;225,00;Switzerland 2013;CHE13;0,00
756,00;Switzerland;2014;756;Switzerland;CHE;225,00;Switzerland 2014;CHE14;0,00
756,00;Switzerland;2015;756;Switzerland;CHE;225,00;Switzerland 2015;CHE15;0,00
756,00;Switzerland;2016;756;Switzerland;CHE;225,00;Switzerland 2016;CHE16;0,00
756,00;Switzerland;2017;756;Switzerland;CHE;225,00;Switzerland 2017;CHE17;0,00
756,00;Switzerland;2018;756;Switzerland;CHE;225,00;Switzerland 2018;CHE18;0,00
756,00;Switzerland;2019;756;Switzerland;CHE;225,00;Switzerland 2019;CHE19;0,00
756,00;Switzerland;2020;756;Switzerland;CHE;225,00;Switzerland 2020;CHE20;0,00
760,00;Syrian Arab Republic (the);1996;760;Syria;SYR;652,00;Syria 1996;SYR96;4,10
760,00;Syrian Arab Republic (the);2003;760;Syria;SYR;652,00;Syria 2003;SYR03;2,30
760,00;Syrian Arab Republic (the);2006;760;Syria;SYR;652,00;Syria 2006;SYR06;3,80
760,00;Syrian Arab Republic (the);2009;760;Syria;SYR;652,00;Syria 2009;SYR09;3,60
760,00;Syrian Arab Republic (the);2022;760;Syria;SYR;652,00;Syria 2022;SYR22;23,00
762,00;Tajikistan;1999;762;Tajikistan;TJK;702,00;Tajikistan 1999;TJK99;45,30
762,00;Tajikistan;2003;762;Tajikistan;TJK;702,00;Tajikistan 2003;TJK03;29,70
762,00;Tajikistan;2004;762;Tajikistan;TJK;702,00;Tajikistan 2004;TJK04;18,90
762,00;Tajikistan;2007;762;Tajikistan;TJK;702,00;Tajikistan 2007;TJK07;13,60
762,00;Tajikistan;2009;762;Tajikistan;TJK;702,00;Tajikistan 2009;TJK09;8,30
762,00;Tajikistan;2015;762;Tajikistan;TJK;702,00;Tajikistan 2015;TJK15;7,00
764,00;Thailand;1981;764;Thailand;THA;800,00;Thailand 1981;THA81;18,30
764,00;Thailand;1988;764;Thailand;THA;800,00;Thailand 1988;THA88;15,20
764,00;Thailand;1990;764;Thailand;THA;800,00;Thailand 1990;THA90;12,80
764,00;Thailand;1992;764;Thailand;THA;800,00;Thailand 1992;THA92;10,10
764,00;Thailand;1994;764;Thailand;THA;800,00;Thailand 1994;THA94;6,10
764,00;Thailand;1996;764;Thailand;THA;800,00;Thailand 1996;THA96;4,60
764,00;Thailand;1998;764;Thailand;THA;800,00;Thailand 1998;THA98;4,10
764,00;Thailand;1999;764;Thailand;THA;800,00;Thailand 1999;THA99;5,70
764,00;Thailand;2000;764;Thailand;THA;800,00;Thailand 2000;THA00;5,70
764,00;Thailand;2002;764;Thailand;THA;800,00;Thailand 2002;THA02;3,50
764,00;Thailand;2004;764;Thailand;THA;800,00;Thailand 2004;THA04;2,50
764,00;Thailand;2006;764;Thailand;THA;800,00;Thailand 2006;THA06;1,80
764,00;Thailand;2007;764;Thailand;THA;800,00;Thailand 2007;THA07;1,20
764,00;Thailand;2008;764;Thailand;THA;800,00;Thailand 2008;THA08;0,90
764,00;Thailand;2009;764;Thailand;THA;800,00;Thailand 2009;THA09;0,80
764,00;Thailand;2010;764;Thailand;THA;800,00;Thailand 2010;THA10;0,60
764,00;Thailand;2011;764;Thailand;THA;800,00;Thailand 2011;THA11;0,30
764,00;Thailand;2012;764;Thailand;THA;800,00;Thailand 2012;THA12;0,40
764,00;Thailand;2013;764;Thailand;THA;800,00;Thailand 2013;THA13;0,30
764,00;Thailand;2014;764;Thailand;THA;800,00;Thailand 2014;THA14;0,20
764,00;Thailand;2015;764;Thailand;THA;800,00;Thailand 2015;THA15;0,10
764,00;Thailand;2016;764;Thailand;THA;800,00;Thailand 2016;THA16;0,10
764,00;Thailand;2017;764;Thailand;THA;800,00;Thailand 2017;THA17;0,10
764,00;Thailand;2018;764;Thailand;THA;800,00;Thailand 2018;THA18;0,10
764,00;Thailand;2019;764;Thailand;THA;800,00;Thailand 2019;THA19;0,10
764,00;Thailand;2020;764;Thailand;THA;800,00;Thailand 2020;THA20;0,10
764,00;Thailand;2021;764;Thailand;THA;800,00;Thailand 2021;THA21;0,10
768,00;Togo;2006;768;Togo;TGO;461,00;Togo 2006;TGO06;44,60
768,00;Togo;2011;768;Togo;TGO;461,00;Togo 2011;TGO11;44,70
768,00;Togo;2015;768;Togo;TGO;461,00;Togo 2015;TGO15;41,70
768,00;Togo;2018;768;Togo;TGO;461,00;Togo 2018;TGO18;23,00
768,00;Togo;2021;768;Togo;TGO;461,00;Togo 2021;TGO21;22,00
776,00;Tonga;2000;776;Tonga;TON;955,00;Tonga 2000;TON00;2,70
776,00;Tonga;2009;776;Tonga;TON;955,00;Tonga 2009;TON09;2,20
776,00;Tonga;2015;776;Tonga;TON;955,00;Tonga 2015;TON15;2,80
776,00;Tonga;2021;776;Tonga;TON;955,00;Tonga 2021;TON21;0,30
780,00;Trinidad and Tobago;1988;780;Trinidad and Tobago;TTO;52,00;Trinidad and Tobago 1988;TTO88;1,00
780,00;Trinidad and Tobago;1992;780;Trinidad and Tobago;TTO;52,00;Trinidad and Tobago 1992;TTO92;2,30
784,00;United Arab Emirates (the);2013;784;United Arab Emirates;ARE;696,00;United Arab Emirates 2013;ARE13;0,00
784,00;United Arab Emirates (the);2018;784;United Arab Emirates;ARE;696,00;United Arab Emirates 2018;ARE18;0,00
788,00;Tunisia;1985;788;Tunisia;TUN;616,00;Tunisia 1985;TUN85;11,30
788,00;Tunisia;1990;788;Tunisia;TUN;616,00;Tunisia 1990;TUN90;8,50
788,00;Tunisia;1995;788;Tunisia;TUN;616,00;Tunisia 1995;TUN95;8,90
788,00;Tunisia;2000;788;Tunisia;TUN;616,00;Tunisia 2000;TUN00;5,20
788,00;Tunisia;2005;788;Tunisia;TUN;616,00;Tunisia 2005;TUN05;3,20
788,00;Tunisia;2010;788;Tunisia;TUN;616,00;Tunisia 2010;TUN10;1,80
788,00;Tunisia;2015;788;Tunisia;TUN;616,00;Tunisia 2015;TUN15;0,40
788,00;Tunisia;2021;788;Tunisia;TUN;616,00;Tunisia 2021;TUN21;0,40
792,00;Turkey;2017;792;Turkey;TUR;640,00;Turkey 2017;TUR17;0,50
792,00;Turkey;2018;792;Turkey;TUR;640,00;Turkey 2018;TUR18;0,40
792,00;Turkey;2019;792;Turkey;TUR;640,00;Turkey 2019;TUR19;0,50
792,00;Turkey;2020;792;Turkey;TUR;640,00;Turkey 2020;TUR20;0,50
792,00;Turkey;2021;792;Turkey;TUR;640,00;Turkey 2021;TUR21;0,50
795,00;Turkmenistan;1998;795;Turkmenistan;TKM;701,00;Turkmenistan 1998;TKM98;33,00
798,00;Tuvalu;2010;798;Tuvalu;TUV;947,00;Tuvalu 2010;TUV10;4,90
800,00;Uganda;1989;800;Uganda;UGA;500,00;Uganda 1989;UGA89;44,90
800,00;Uganda;1992;800;Uganda;UGA;500,00;Uganda 1992;UGA92;48,00
800,00;Uganda;1996;800;Uganda;UGA;500,00;Uganda 1996;UGA96;46,80
800,00;Uganda;1999;800;Uganda;UGA;500,00;Uganda 1999;UGA99;49,90
800,00;Uganda;2002;800;Uganda;UGA;500,00;Uganda 2002;UGA02;48,00
800,00;Uganda;2005;800;Uganda;UGA;500,00;Uganda 2005;UGA05;42,10
800,00;Uganda;2009;800;Uganda;UGA;500,00;Uganda 2009;UGA09;34,60
800,00;Uganda;2012;800;Uganda;UGA;500,00;Uganda 2012;UGA12;29,30
800,00;Uganda;2016;800;Uganda;UGA;500,00;Uganda 2016;UGA16;32,40
800,00;Uganda;2019;800;Uganda;UGA;500,00;Uganda 2019;UGA19;32,10
804,00;Ukraine;1992;804;Ukraine;UKR;369,00;Ukraine 1992;UKR92;4,40
804,00;Ukraine;1993;804;Ukraine;UKR;369,00;Ukraine 1993;UKR93;3,00
804,00;Ukraine;1995;804;Ukraine;UKR;369,00;Ukraine 1995;UKR95;7,50
804,00;Ukraine;1996;804;Ukraine;UKR;369,00;Ukraine 1996;UKR96;8,30
804,00;Ukraine;2002;804;Ukraine;UKR;369,00;Ukraine 2002;UKR02;3,70
804,00;Ukraine;2003;804;Ukraine;UKR;369,00;Ukraine 2003;UKR03;2,10
804,00;Ukraine;2004;804;Ukraine;UKR;369,00;Ukraine 2004;UKR04;1,60
804,00;Ukraine;2005;804;Ukraine;UKR;369,00;Ukraine 2005;UKR05;0,70
804,00;Ukraine;2006;804;Ukraine;UKR;369,00;Ukraine 2006;UKR06;0,50
804,00;Ukraine;2007;804;Ukraine;UKR;369,00;Ukraine 2007;UKR07;0,30
804,00;Ukraine;2008;804;Ukraine;UKR;369,00;Ukraine 2008;UKR08;0,10
804,00;Ukraine;2009;804;Ukraine;UKR;369,00;Ukraine 2009;UKR09;0,20
804,00;Ukraine;2010;804;Ukraine;UKR;369,00;Ukraine 2010;UKR10;0,10
804,00;Ukraine;2011;804;Ukraine;UKR;369,00;Ukraine 2011;UKR11;0,10
804,00;Ukraine;2012;804;Ukraine;UKR;369,00;Ukraine 2012;UKR12;0,10
804,00;Ukraine;2013;804;Ukraine;UKR;369,00;Ukraine 2013;UKR13;0,00
804,00;Ukraine;2014;804;Ukraine;UKR;369,00;Ukraine 2014;UKR14;0,00
804,00;Ukraine;2015;804;Ukraine;UKR;369,00;Ukraine 2015;UKR15;0,20
804,00;Ukraine;2016;804;Ukraine;UKR;369,00;Ukraine 2016;UKR16;0,10
804,00;Ukraine;2017;804;Ukraine;UKR;369,00;Ukraine 2017;UKR17;0,10
804,00;Ukraine;2018;804;Ukraine;UKR;369,00;Ukraine 2018;UKR18;0,10
804,00;Ukraine;2019;804;Ukraine;UKR;369,00;Ukraine 2019;UKR19;0,10
804,00;Ukraine;2020;804;Ukraine;UKR;369,00;Ukraine 2020;UKR20;0,00
807,00;North Macedonia;2009;807;North Macedonia;MKD;343,00;North Macedonia 2009;MKD09;8,30
807,00;North Macedonia;2010;807;North Macedonia;MKD;343,00;North Macedonia 2010;MKD10;9,20
807,00;North Macedonia;2011;807;North Macedonia;MKD;343,00;North Macedonia 2011;MKD11;7,40
807,00;North Macedonia;2012;807;North Macedonia;MKD;343,00;North Macedonia 2012;MKD12;6,00
807,00;North Macedonia;2013;807;North Macedonia;MKD;343,00;North Macedonia 2013;MKD13;4,60
807,00;North Macedonia;2014;807;North Macedonia;MKD;343,00;North Macedonia 2014;MKD14;4,10
807,00;North Macedonia;2015;807;North Macedonia;MKD;343,00;North Macedonia 2015;MKD15;4,50
807,00;North Macedonia;2016;807;North Macedonia;MKD;343,00;North Macedonia 2016;MKD16;3,80
807,00;North Macedonia;2017;807;North Macedonia;MKD;343,00;North Macedonia 2017;MKD17;3,80
807,00;North Macedonia;2018;807;North Macedonia;MKD;343,00;North Macedonia 2018;MKD18;2,80
807,00;North Macedonia;2019;807;North Macedonia;MKD;343,00;North Macedonia 2019;MKD19;2,70
818,00;Egypt;1990;818;Egypt;EGY;651,00;Egypt 1990;EGY90;8,10
818,00;Egypt;1995;818;Egypt;EGY;651,00;Egypt 1995;EGY95;7,10
